rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp
1440	following	j	66684	67.15	0.01	0.00	40534	0.92
1441	order	v	66657	67.13	0.03	0.01	42754	0.98
1442	share	n	66642	67.11	0.06	0.01	33602	0.94
1443	newspaper	n	66598	67.07	0.06	0.00	34776	0.95
1444	foundation	n	66578	67.05	0.49	0.01	36401	0.95
1445	variety	n	66555	67.02	0.04	0.00	41868	0.93
1446	perspective	n	66540	67.01	0.06	0.01	37300	0.92
1447	document	n	66467	66.93	0.05	0.00	28640	0.95
1448	presence	n	66412	66.88	0.03	0.00	40480	0.95
1449	stare	v	66392	66.86	0.02	0.00	27564	0.83
1450	lesson	n	66252	66.72	0.08	0.01	37313	0.96
1451	limit	v	66220	66.69	0.02	0.00	43175	0.94
1452	appreciate	v	66216	66.68	0.05	0.01	44843	0.98
1453	complete	j	66198	66.66	0.06	0.01	47532	0.97
1454	observe	v	66197	66.66	0.03	0.00	34666	0.92
1455	currently	r	66051	66.52	0.12	0.00	46578	0.94
1456	hundred	m	66002	66.47	0.05	0.00	37157	0.89
1457	fun	j	65982	66.45	0.05	0.01	40949	0.97
1458	crowd	n	65965	66.43	0.05	0.02	36495	0.96
1459	attack	v	65959	66.42	0.03	0.01	37024	0.97
1460	apartment	n	65884	66.35	0.06	0.03	28434	0.95
1461	survive	v	65838	66.30	0.02	0.00	42913	0.98
1462	guest	n	65818	66.28	0.08	0.01	34691	0.97
1463	soul	n	65749	66.21	0.10	0.01	32787	0.98
1464	protection	n	65690	66.15	0.18	0.01	35010	0.95
1465	intelligence	n	65687	66.15	0.19	0.01	25133	0.94
1466	yesterday	r	65635	66.10	0.14	0.01	38177	0.94
1467	somewhere	r	65620	66.08	0.10	0.01	44762	0.97
1468	border	n	65422	65.88	0.07	0.00	27412	0.93
1469	reading	n	65417	65.88	0.03	0.01	28200	0.86
1470	terms	i	65413	65.87	0.00	0.00	38223	0.93
1471	leadership	n	65396	65.86	0.09	0.00	32010	0.94
1472	present	j	65336	65.80	0.02	0.00	35626	0.91
1473	chief	n	65311	65.77	0.41	0.02	32100	0.96
1474	attitude	n	65288	65.75	0.04	0.00	34455	0.92
1475	start	n	65218	65.68	0.10	0.02	46404	0.97
1476	um	u	65033	65.49	0.56	0.04	16726	0.84
1477	deny	v	64887	65.34	0.02	0.00	40496	0.97
1478	website	n	64875	64.86	0.05	0.00	31582	0.90
1479	seriously	r	64827	65.28	0.21	0.01	42985	0.97
1480	actual	j	64818	65.27	0.03	0.01	40377	0.95
1481	recall	v	64789	65.24	0.04	0.00	41581	0.96
1482	fix	v	64728	65.18	0.05	0.01	39640	0.98
1483	negative	j	64601	65.05	0.05	0.00	33415	0.93
1484	connect	v	64462	64.91	0.05	0.01	42516	0.97
1485	distance	n	64404	64.86	0.04	0.01	35329	0.95
1486	regular	j	64293	64.74	0.04	0.00	44599	0.97
1487	climate	n	64223	64.67	0.12	0.00	19803	0.92
1488	relation	n	64199	64.65	0.12	0.00	30118	0.90
1489	flight	n	64148	64.60	0.12	0.01	27491	0.97
1490	dangerous	j	64067	64.52	0.04	0.01	41962	0.99
1491	boat	n	64026	64.48	0.06	0.01	22239	0.95
1492	aspect	n	63967	64.42	0.02	0.00	38898	0.92
1493	grab	v	63946	64.40	0.09	0.01	37432	0.93
1494	until	i	63882	64.33	0.13	0.00	50152	0.98
1495	favorite	j	63804	64.25	0.06	0.01	43631	0.97
1496	like	r	63748	64.20	0.03	0.02	26639	0.88
1497	january	n	63714	64.16	0.00	0.00	124	0.66
1498	independent	j	63631	64.08	0.08	0.00	36638	0.94
1499	volume	n	63626	64.08	0.26	0.00	25072	0.77
1500	am	r	63615	64.06	0.49	0.43	42067	0.91
1501	lots	p	63604	64.05	0.13	0.01	42713	0.97
1502	front	j	63594	64.04	0.06	0.01	38567	0.94
1503	online	j	63564	64.01	0.09	0.01	29592	0.92
1504	theater	n	63549	64.00	0.28	0.02	24924	0.93
1505	speed	n	63502	63.95	0.07	0.01	31434	0.95
1506	aware	j	63488	63.93	0.01	0.00	43382	0.98
1507	identity	n	63440	63.89	0.06	0.00	25429	0.90
1508	demand	n	63402	63.85	0.02	0.00	35783	0.94
1509	extra	j	63392	63.84	0.04	0.01	44053	0.97
1510	charge	v	63379	63.82	0.02	0.00	39571	0.96
1511	guard	n	63290	63.73	0.28	0.02	28684	0.96
1512	demonstrate	v	63269	63.71	0.01	0.00	36971	0.91
1513	fully	r	63238	63.68	0.02	0.00	45094	0.97
1514	tuesday	n	63179	63.62	0.00	0.00	196	0.75
1515	facility	n	63117	63.56	0.05	0.00	29672	0.94
1516	farm	n	62942	63.38	0.19	0.01	25144	0.96
1517	mind	v	62869	63.31	0.08	0.01	40433	0.97
1518	fun	n	62839	63.28	0.06	0.02	40741	0.98
1519	thousand	m	62833	63.27	0.06	0.00	36126	0.89
1520	august	n	62821	63.26	0.99	0.01	35679	0.60
1521	hire	v	62794	63.24	0.03	0.00	37376	0.97
1522	light	j	62687	63.00	0.08	0.01	38084	0.95
1523	link	n	62629	63.07	0.09	0.01	33137	0.93
1524	shoe	n	62523	62.96	0.06	0.01	31099	0.96
1525	institute	n	62451	62.89	0.88	0.01	34596	0.94
1526	below	r	62313	62.75	0.10	0.01	41476	0.95
1527	living	n	62299	62.74	0.08	0.02	38727	0.97
1528	european	j	62156	62.59	0.99	0.00	27449	0.93
1529	quarter	n	62138	62.57	0.06	0.01	34471	0.96
1530	basically	r	62046	62.48	0.14	0.00	39371	0.92
1531	forest	n	61942	62.38	0.27	0.02	20959	0.94
1532	multiple	j	61694	62.13	0.09	0.00	36811	0.92
1533	poll	n	61677	62.11	0.08	0.01	23701	0.91
1534	wild	j	61605	62.04	0.23	0.02	34794	0.97
1535	measure	v	61601	62.03	0.05	0.00	32149	0.92
1536	twice	r	61563	62.00	0.07	0.01	46593	0.98
1537	cross	v	61522	61.95	0.06	0.01	39309	0.96
1538	background	n	61431	61.86	0.07	0.01	38185	0.96
1539	settle	v	61424	61.86	0.04	0.01	41987	0.97
1540	winter	n	61394	61.83	0.14	0.01	33110	0.95
1541	focus	n	61392	61.82	0.05	0.01	39979	0.94
1542	presidential	j	61351	61.78	0.17	0.03	29621	0.91
1543	operate	v	61296	61.73	0.02	0.00	39769	0.96
1544	fuck	v	61292	61.72	0.48	0.02	11081	0.83
1545	view	v	61111	61.54	0.04	0.00	39853	0.94
1546	daily	j	61083	61.51	0.18	0.01	39818	0.95
1547	shop	n	61038	61.47	0.10	0.02	33650	0.96
1548	above	r	61018	61.45	0.08	0.01	36755	0.94
1549	division	n	60892	61.32	0.36	0.01	31463	0.94
1550	slowly	r	60889	61.32	0.09	0.01	36658	0.92
1551	advice	n	60861	61.29	0.04	0.01	38789	0.97
1552	reaction	n	60811	61.24	0.03	0.00	36445	0.96
1553	injury	n	60769	61.20	0.04	0.00	28289	0.95
1554	it	n	60763	61.19	0.95	0.65	22733	0.92
1555	ticket	n	60721	61.15	0.11	0.01	28534	0.96
1556	grade	n	60710	61.14	0.09	0.01	25364	0.91
1557	wow	u	60702	61.13	0.85	0.04	29253	0.92
1558	birth	n	60673	61.10	0.05	0.01	29184	0.97
1559	painting	n	60548	60.97	0.05	0.01	16184	0.90
1560	outcome	n	60498	60.92	0.04	0.00	26993	0.87
1561	enemy	n	60473	60.90	0.05	0.01	29824	0.98
1562	damage	n	60384	60.81	0.02	0.00	33702	0.97
1563	being	n	60354	60.78	0.02	0.00	33204	0.96
1564	storm	n	60280	60.70	0.14	0.01	24490	0.96
1565	shape	n	60252	60.68	0.04	0.01	37387	0.96
1566	bowl	n	60234	60.66	0.37	0.01	23950	0.92
1567	commission	n	60218	60.64	0.54	0.01	26351	0.94
1568	captain	n	60187	60.61	0.62	0.02	18536	0.94
1569	ear	n	60160	60.58	0.03	0.01	33243	0.93
1570	troop	n	60133	60.56	0.04	0.00	21617	0.91
1571	female	j	60116	60.54	0.08	0.02	26545	0.94
1572	wood	n	60115	60.54	0.04	0.01	28678	0.94
1573	warm	j	60062	60.48	0.05	0.01	35864	0.95
1574	clean	j	60059	60.36	0.12	0.01	36981	0.98
1575	lead	n	59773	60.19	0.04	0.01	36280	0.97
1576	minister	n	59752	60.17	0.42	0.01	24913	0.94
1577	neighbor	n	59746	60.17	0.04	0.01	34508	0.98
1578	tiny	j	59714	60.13	0.06	0.01	38248	0.94
1579	mental	j	59701	60.12	0.10	0.01	25016	0.94
1580	software	n	59696	60.12	0.09	0.00	19435	0.93
1581	glad	j	59681	60.10	0.11	0.01	37561	0.97
1582	finding	n	59632	60.05	0.06	0.01	24375	0.85
1583	lord	n	59563	59.98	0.81	0.06	20803	0.94
1584	drive	n	59524	59.94	0.18	0.01	32677	0.95
1585	temperature	n	59493	59.91	0.04	0.00	21506	0.94
1586	quiet	j	59485	59.90	0.08	0.01	38537	0.95
1587	spread	v	59483	59.90	0.07	0.01	40861	0.97
1588	bright	j	59449	59.87	0.06	0.01	37178	0.94
1589	cut	n	59434	59.85	0.05	0.02	30991	0.95
1590	influence	n	59350	59.77	0.03	0.00	33113	0.93
1591	kick	v	59307	59.72	0.06	0.01	39256	0.98
1592	annual	j	59301	59.72	0.12	0.01	37085	0.94
1593	procedure	n	59288	59.70	0.08	0.01	26286	0.91
1594	respect	n	59226	59.64	0.03	0.01	38560	0.98
1595	wave	n	59169	59.58	0.08	0.01	31268	0.96
1596	tradition	n	59099	59.51	0.05	0.00	28949	0.93
1597	threaten	v	59034	59.45	0.01	0.00	40153	0.98
1598	primary	j	58990	59.40	0.05	0.00	33788	0.92
1599	strange	j	58863	59.28	0.07	0.01	36657	0.96
1600	actor	n	58856	59.27	0.11	0.04	24887	0.96
1601	blame	v	58815	59.23	0.04	0.01	37107	0.98
1602	active	j	58801	59.21	0.05	0.00	36327	0.95
1603	cat	n	58763	59.18	0.19	0.03	22631	0.96
1604	depend	v	58725	59.14	0.04	0.00	41042	0.96
1605	bus	n	58707	59.17	0.06	0.01	25036	0.97
1606	clothes	n	58660	59.07	0.03	0.01	32608	0.95
1607	affair	n	58553	58.96	0.22	0.01	34599	0.97
1608	contact	n	58518	58.93	0.05	0.01	34367	0.97
1609	category	n	58470	58.88	0.06	0.00	27817	0.91
1610	topic	n	58410	58.82	0.05	0.00	33888	0.93
1611	victory	n	58342	58.75	0.06	0.01	32977	0.94
1612	direct	j	58289	58.70	0.06	0.00	36684	0.94
1613	towards	i	58251	58.66	0.03	0.00	32103	0.95
1614	map	n	58218	58.63	0.16	0.05	25805	0.97
1615	egg	n	58198	58.61	0.07	0.01	21842	0.95
1616	ensure	v	58156	58.56	0.02	0.00	37383	0.94
1617	general	n	58129	58.54	0.58	0.01	25703	0.96
1618	expression	n	58120	58.53	0.02	0.00	27264	0.91
1619	past	i	58119	58.53	0.03	0.01	39388	0.94
1620	session	n	58108	58.52	0.11	0.01	28941	0.95
1621	competition	n	58102	58.51	0.07	0.01	31516	0.95
1622	possibly	r	58071	58.48	0.06	0.00	42735	0.98
1623	technique	n	58028	58.44	0.03	0.00	30187	0.92
1624	mine	p	58009	58.42	0.09	0.01	36619	0.96
1625	average	n	57985	58.39	0.18	0.00	32620	0.93
1626	intend	v	57970	58.38	0.01	0.00	40351	0.97
1627	impossible	j	57892	58.30	0.05	0.01	41155	0.98
1628	moral	j	57787	58.19	0.05	0.00	22597	0.92
1629	academic	j	57717	58.12	0.09	0.00	20279	0.85
1630	wine	n	57614	58.02	0.10	0.01	20869	0.94
1631	approach	v	57607	58.01	0.02	0.00	40391	0.97
1632	somehow	r	57596	58.00	0.14	0.00	39482	0.96
1633	gather	v	57562	57.97	0.04	0.00	41416	0.97
1634	scientific	j	57547	57.95	0.11	0.00	23158	0.93
1635	african	j	57497	57.90	1.00	0.01	18222	0.89
1636	cook	v	57383	57.79	0.11	0.02	24059	0.93
1637	participate	v	57361	57.76	0.01	0.00	34306	0.92
1638	gay	j	57195	57.60	0.09	0.01	15768	0.96
1639	appropriate	j	57163	57.56	0.02	0.00	34213	0.92
1640	youth	n	57132	57.53	0.15	0.01	25789	0.93
1641	dress	v	56967	57.37	0.08	0.01	34651	0.95
1642	straight	r	56942	57.34	0.06	0.01	38376	0.96
1643	weather	n	56939	57.34	0.11	0.01	30124	0.96
1644	recommend	v	56938	57.34	0.04	0.00	37426	0.95
1645	medicine	n	56814	57.21	0.28	0.01	25715	0.95
1646	novel	n	56709	57.11	0.03	0.00	18450	0.94
1647	obvious	j	56696	57.09	0.01	0.00	39903	0.97
1648	thursday	n	56611	57.01	0.00	0.00	175	0.80
1649	exchange	n	56534	56.93	0.17	0.01	30659	0.95
1650	explore	v	56474	56.87	0.06	0.01	35659	0.93
1651	extend	v	56458	56.85	0.03	0.00	38703	0.96
1652	bay	n	56420	56.82	0.74	0.02	25961	0.93
1653	invite	v	56415	56.81	0.03	0.01	39727	0.99
1654	tie	v	56394	56.79	0.05	0.01	39467	0.98
1655	ah	u	56374	56.77	0.89	0.04	23603	0.90
1656	belong	v	56342	56.74	0.02	0.01	37545	0.99
1657	obtain	v	56312	56.71	0.01	0.00	30157	0.90
1658	broad	j	56310	56.71	0.01	0.00	37391	0.95
1659	conclusion	n	56296	56.69	0.18	0.05	35195	0.93
1660	progress	n	56162	56.56	0.09	0.01	35081	0.96
1661	surprise	n	56116	56.51	0.05	0.01	40508	0.98
1662	assessment	n	55956	56.35	0.13	0.00	20405	0.83
1663	smile	n	55936	56.33	0.03	0.01	29132	0.88
1664	feature	v	55868	56.26	0.04	0.00	37187	0.93
1665	cash	n	55856	56.25	0.10	0.01	30108	0.97
1666	defend	v	55825	56.22	0.03	0.00	34786	0.97
1667	pound	n	55670	56.06	0.04	0.01	28312	0.94
1668	correct	j	55632	56.02	0.08	0.00	33134	0.96
1669	married	j	55629	56.02	0.06	0.01	30081	0.99
1670	pair	n	55530	55.92	0.03	0.01	34065	0.96
1671	slightly	r	55389	55.78	0.02	0.00	38176	0.96
1672	loan	n	55348	55.74	0.06	0.00	17311	0.93
1673	village	n	55217	55.60	0.13	0.01	22195	0.96
1674	half	n	55207	55.59	0.02	0.00	36164	0.97
1675	suit	n	55200	55.59	0.03	0.01	29404	0.96
1676	demand	v	55168	55.56	0.03	0.00	38441	0.97
1677	historical	j	55028	55.41	0.13	0.01	25302	0.90
1678	meaning	n	55014	55.40	0.05	0.00	28174	0.93
1679	attempt	v	54992	55.38	0.02	0.00	37810	0.95
1680	supply	n	54988	55.37	0.04	0.00	30090	0.97
1681	lift	v	54954	55.34	0.06	0.01	32683	0.92
1682	ourselves	p	54951	55.34	0.01	0.00	35849	0.98
1683	honey	n	54912	55.30	0.34	0.03	20971	0.91
1684	bone	n	54911	55.30	0.12	0.01	25196	0.96
1685	consequence	n	54883	55.27	0.02	0.00	32760	0.94
1686	unique	j	54827	55.21	0.02	0.00	38235	0.95
1687	next	i	54768	55.15	0.05	0.00	35705	0.93
1688	regulation	n	54726	55.11	0.07	0.00	22549	0.93
1689	award	n	54712	55.10	0.44	0.01	25736	0.95
1690	bottom	n	54701	55.09	0.06	0.01	36082	0.97
1691	excuse	v	54672	55.06	0.69	0.02	26236	0.90
1692	familiar	j	54651	55.03	0.01	0.00	40066	0.98
1693	classroom	n	54542	54.93	0.05	0.01	16443	0.82
1694	search	v	54487	54.87	0.08	0.01	36438	0.98
1695	reference	n	54390	54.77	0.14	0.01	30355	0.92
1696	emerge	v	54379	54.76	0.01	0.00	36440	0.95
1697	long	c	54354	54.74	0.01	0.01	40962	0.98
1698	lunch	n	54300	54.68	0.08	0.01	30811	0.97
1699	judge	v	54271	54.65	0.27	0.02	31162	0.96
1700	ad	n	54265	54.65	0.08	0.03	22416	0.95
1701	desire	n	54265	54.65	0.03	0.00	32629	0.96
1702	instruction	n	54207	54.59	0.07	0.02	22432	0.84
1703	emergency	n	54204	54.58	0.13	0.01	28306	0.98
1704	thinking	n	54200	54.58	0.05	0.01	33881	0.96
1705	tour	n	54157	54.54	0.07	0.01	28350	0.95
1706	french	j	54133	54.51	0.96	0.01	25917	0.96
1707	combine	v	54133	54.51	0.12	0.00	36815	0.94
1708	moon	n	54069	54.45	0.38	0.02	19374	0.95
1709	sad	j	54041	54.42	0.07	0.01	33627	0.97
1710	address	n	54018	54.40	0.07	0.01	31240	0.96
1711	december	n	53957	54.34	0.00	0.00	139	0.75
1712	anywhere	r	53945	54.32	0.04	0.01	41174	0.99
1713	chicken	n	53916	54.29	0.13	0.01	21421	0.94
1714	fuel	n	53882	54.26	0.05	0.01	20034	0.95
1715	train	v	53865	54.24	0.04	0.01	34344	0.98
1716	abuse	n	53777	54.15	0.07	0.00	22283	0.94
1717	construction	n	53745	54.12	0.09	0.01	28329	0.95
1718	wednesday	n	53706	54.08	1.00	0.01	32070	0.64
1719	link	v	53674	54.05	0.05	0.00	34420	0.95
1720	deserve	v	53654	54.03	0.01	0.01	36672	0.98
1721	famous	j	53575	53.95	0.05	0.01	36636	0.98
1722	intervention	n	53351	53.73	0.06	0.00	15303	0.77
1723	grand	j	53325	53.70	0.34	0.01	31934	0.97
1724	visit	n	53262	53.64	0.02	0.00	34231	0.97
1725	confirm	v	53256	53.63	0.02	0.00	36359	0.97
1726	lucky	j	53231	53.61	0.16	0.02	34764	0.97
1727	insist	v	53141	53.51	0.01	0.00	37984	0.97
1728	coast	n	53114	53.49	0.47	0.01	28313	0.96
1729	proud	j	53067	53.44	0.04	0.01	35878	0.98
1730	cover	n	53057	53.43	0.05	0.01	31118	0.97
1731	fourth	m	53036	53.41	0.22	0.01	35569	0.96
1732	cop	n	52982	53.35	0.10	0.04	18616	0.95
1733	angry	j	52980	53.35	0.06	0.01	32670	0.97
1734	native	j	52950	53.32	0.40	0.00	24099	0.92
1735	supreme	j	52933	53.30	0.86	0.00	21047	0.92
1736	baseball	n	52864	53.24	0.16	0.01	20494	0.92
1737	but	i	52830	53.20	0.29	0.01	41417	0.98
1738	email	n	52826	53.20	0.08	0.00	23923	0.88
1739	accident	n	52784	53.15	0.03	0.01	28307	0.99
1740	front	n	52764	53.13	0.08	0.01	36046	0.97
1741	duty	n	52673	53.04	0.06	0.01	30231	0.97
1742	growing	j	52661	53.03	0.03	0.00	37971	0.95
1743	struggle	v	52598	52.97	0.02	0.00	38799	0.97
1744	revenue	n	52579	52.95	0.10	0.00	22516	0.93
1745	expand	v	52529	52.90	0.03	0.00	36770	0.95
1746	chief	j	52508	52.88	0.25	0.01	32940	0.94
1747	launch	v	52479	52.85	0.04	0.01	36220	0.95
1748	trend	n	52452	52.82	0.07	0.01	29551	0.94
1749	ring	n	52405	52.77	0.13	0.02	24923	0.97
1750	repeat	v	52290	52.66	0.11	0.00	35751	0.97
1751	breath	n	52280	52.65	0.02	0.01	28744	0.88
1752	inch	n	52275	52.64	0.02	0.00	26484	0.91
1753	neck	n	52214	52.58	0.04	0.01	28801	0.92
1754	core	n	52195	52.56	0.11	0.01	28940	0.95
1755	terrible	j	52179	52.55	0.05	0.01	34984	0.97
1756	billion	n	52087	52.45	0.03	0.01	20630	0.88
1757	relatively	r	52070	52.44	0.01	0.00	35384	0.93
1758	complex	j	51957	52.32	0.02	0.00	32398	0.93
1759	press	v	51939	52.30	0.12	0.01	33416	0.94
1760	miss	n	51928	52.29	0.90	0.01	18132	0.94
1761	slow	j	51880	52.24	0.06	0.01	36143	0.97
1762	soft	j	51824	52.19	0.05	0.01	32385	0.94
1763	generate	v	51796	52.16	0.01	0.00	30852	0.93
1764	extremely	r	51789	52.15	0.03	0.01	38076	0.97
1765	last	v	51774	52.14	0.04	0.01	39373	0.98
1766	drink	n	51766	52.13	0.04	0.01	26692	0.96
1767	forever	r	51747	52.11	0.09	0.01	35963	0.98
1768	corporate	j	51712	52.08	0.10	0.01	25721	0.94
1769	deep	r	51692	52.06	0.07	0.01	37074	0.97
1770	prefer	v	51684	52.05	0.01	0.00	37550	0.97
1771	except	c	51607	51.97	0.23	0.01	36703	0.97
1772	cheap	j	51588	51.95	0.05	0.01	31883	0.96
1773	literature	n	51523	51.89	0.11	0.01	21304	0.86
1774	direct	v	51486	51.85	0.05	0.00	33965	0.96
1775	mayor	n	51481	51.84	0.46	0.03	19671	0.92
1776	male	j	51453	51.81	0.08	0.02	23058	0.94
1777	importance	n	51419	51.78	0.03	0.00	31912	0.90
1778	record	v	51375	51.74	0.04	0.00	30512	0.96
1779	danger	n	51331	51.69	0.04	0.01	34202	0.98
1780	emotional	j	51327	51.69	0.04	0.00	29179	0.96
1781	knee	n	51298	51.66	0.03	0.01	26951	0.93
1782	ass	n	51238	51.60	0.04	0.02	20846	0.91
1783	capture	v	51215	51.57	0.03	0.00	33880	0.97
1784	traffic	n	51138	51.50	0.08	0.01	26401	0.96
1785	fucking	j	51076	51.43	0.09	0.03	9503	0.84
1786	outside	r	51030	51.39	0.08	0.01	33529	0.95
1787	now	c	50991	51.35	0.35	0.01	39490	0.97
1788	train	n	50975	51.33	0.07	0.01	22205	0.96
1789	plate	n	50934	51.29	0.05	0.01	26459	0.95
1790	equipment	n	50894	51.25	0.04	0.01	28628	0.96
1791	select	v	50804	51.16	0.06	0.00	29989	0.93
1792	file	v	50771	51.13	0.03	0.00	27917	0.94
1793	studio	n	50758	51.11	0.20	0.02	24877	0.96
1794	expensive	j	50744	51.10	0.03	0.00	34293	0.97
1795	secret	n	50730	51.09	0.10	0.02	32297	0.98
1796	engine	n	50724	51.08	0.07	0.01	20557	0.96
1797	adopt	v	50605	50.96	0.02	0.00	29376	0.94
1798	luck	n	50589	50.94	0.08	0.01	31877	0.98
1799	via	i	50560	50.92	0.03	0.01	33226	0.93
1800	pm	r	50551	50.91	0.12	0.12	29823	0.83
1801	panel	n	50544	50.90	0.10	0.01	22997	0.96
1802	hero	n	50520	50.87	0.13	0.01	27587	0.99
1803	circle	n	50510	50.86	0.18	0.01	29785	0.96
1804	critic	n	50462	50.82	0.14	0.01	29606	0.94
1805	solve	v	50437	50.79	0.03	0.00	32054	0.97
1806	busy	j	50363	50.72	0.03	0.01	36544	0.98
1807	episode	n	50354	50.71	0.08	0.00	20685	0.91
1808	back	v	50340	50.69	0.09	0.01	35909	0.98
1809	check	n	50298	50.65	0.05	0.01	31256	0.98
1810	requirement	n	50272	50.63	0.03	0.00	25289	0.92
1811	politician	n	50171	50.52	0.05	0.00	27530	0.95
1812	rain	n	50093	50.44	0.11	0.01	24198	0.95
1813	colleague	n	50084	50.44	0.01	0.00	31455	0.95
1814	disappear	v	50053	50.40	0.02	0.00	33413	0.96
1815	beer	n	50024	50.38	0.10	0.01	21554	0.96
1816	predict	v	50013	50.36	0.02	0.00	30191	0.95
1817	exercise	n	49985	50.34	0.06	0.01	23303	0.94
1818	tired	j	49972	50.32	0.04	0.01	33233	0.97
1819	democracy	n	49951	50.30	0.13	0.01	18651	0.92
1820	ultimately	r	49899	50.25	0.18	0.00	36299	0.96
1821	setting	n	49873	50.22	0.05	0.00	25791	0.91
1822	honor	n	49871	50.22	0.25	0.01	28034	0.98
1823	works	n	49867	50.22	0.06	0.01	26623	0.95
1824	unfortunately	r	49863	50.21	0.67	0.00	37417	0.97
1825	theme	n	49821	50.82	0.05	0.01	27280	0.94
1826	issue	v	49792	50.14	0.03	0.00	31455	0.94
1827	male	n	49791	50.14	0.19	0.13	18349	0.91
1828	clean	v	49764	50.11	0.06	0.01	32442	0.98
1829	united	j	49746	50.10	0.93	0.01	24155	0.93
1830	pool	n	49670	50.02	0.06	0.01	25793	0.97
1831	educational	j	49636	49.98	0.15	0.00	20367	0.85
1832	empty	j	49565	49.91	0.04	0.01	30871	0.92
1833	comfortable	j	49532	49.88	0.01	0.00	35946	0.98
1834	investigate	v	49473	49.82	0.02	0.00	30681	0.95
1835	useful	j	49468	49.82	0.03	0.00	31322	0.94
1836	pocket	n	49462	49.81	0.04	0.01	29562	0.93
1837	digital	j	49461	49.81	0.18	0.01	19585	0.90
1838	plenty	p	49361	49.71	0.07	0.01	38119	0.97
1839	entirely	r	49352	49.70	0.01	0.00	35542	0.97
1840	fear	v	49288	49.63	0.07	0.01	34365	0.98
1841	afford	v	49246	49.59	0.01	0.00	34204	0.98
1842	sugar	n	49230	49.58	0.13	0.03	17851	0.91
1843	teaching	n	49167	49.51	0.04	0.00	18236	0.88
1844	conservative	j	49144	49.49	0.09	0.00	24590	0.95
1845	chairman	n	49123	49.47	0.31	0.01	27083	0.92
1846	error	n	49042	49.39	0.04	0.00	23351	0.93
1847	bridge	n	49030	49.37	0.25	0.02	23111	0.97
1848	tall	j	48978	49.32	0.06	0.01	29811	0.92
1849	specifically	r	48927	49.27	0.16	0.00	33524	0.94
1850	flower	n	48912	49.26	0.11	0.01	22638	0.94
1851	though	r	48909	49.25	0.01	0.01	33378	0.96
1852	universe	n	48854	49.20	0.13	0.01	18104	0.95
1853	live	j	48836	49.18	0.16	0.02	30872	0.96
1854	acknowledge	v	48811	49.15	0.02	0.00	35616	0.96
1855	limit	n	48738	49.08	0.04	0.01	30098	0.96
1856	coverage	n	48693	49.04	0.03	0.01	22475	0.94
1857	crew	n	48673	49.01	0.04	0.01	23432	0.97
1858	locate	v	48581	48.92	0.06	0.00	32404	0.96
1859	balance	n	48537	48.88	0.05	0.01	30940	0.96
1860	equal	j	48522	48.86	0.06	0.00	28872	0.94
1861	lip	n	48507	48.97	0.05	0.01	24188	0.87
1862	lean	v	48484	48.82	0.05	0.00	26076	0.86
1863	zone	n	48403	48.74	0.18	0.01	25310	0.96
1864	wedding	n	48365	48.70	0.07	0.01	18989	0.96
1865	copy	n	48365	48.70	0.03	0.01	27592	0.97
1866	score	v	48316	48.66	0.05	0.01	24000	0.93
1867	joke	n	48299	48.64	0.03	0.01	28630	0.98
1868	used	j	48287	48.63	0.02	0.01	36069	0.99
1869	clear	v	48273	48.61	0.09	0.01	34112	0.98
1870	bear	v	48272	48.61	0.06	0.01	33777	0.97
1871	meal	n	48158	48.50	0.05	0.01	26870	0.96
1872	review	v	48123	48.46	0.13	0.01	30565	0.94
1873	minority	n	48052	48.39	0.09	0.01	21900	0.93
1874	sight	n	48022	48.36	0.03	0.01	33010	0.95
1875	sleep	n	48020	48.36	0.06	0.01	23148	0.91
1876	russian	j	48001	48.34	1.00	0.01	16148	0.93
1877	dress	n	47994	48.33	0.03	0.01	21487	0.94
1878	release	n	47967	48.30	0.04	0.01	28486	0.95
1879	soviet	j	47917	48.25	1.00	0.00	12281	0.77
1880	profit	n	47886	48.22	0.04	0.01	23734	0.95
1881	challenge	v	47854	48.19	0.04	0.01	34030	0.96
1882	careful	j	47847	48.18	0.10	0.01	34901	0.99
1883	gender	n	47825	48.73	0.10	0.00	14721	0.87
1884	tape	n	47805	48.14	0.04	0.01	22676	0.95
1885	ocean	n	47773	48.11	0.25	0.01	21160	0.97
1886	unidentified	j	47748	48.08	0.94	0.21	10412	0.65
1887	host	n	47739	48.07	0.06	0.03	28985	0.96
1888	grant	v	47729	48.06	0.13	0.01	32130	0.97
1889	circumstance	n	47687	48.02	0.01	0.00	31446	0.96
1890	late	r	47682	48.02	0.09	0.01	36888	0.98
1891	boss	n	47643	47.98	0.12	0.02	24625	0.98
1892	declare	v	47594	47.93	0.02	0.00	32325	0.97
1893	domestic	j	47518	47.85	0.07	0.00	23847	0.94
1894	tea	n	47503	47.84	0.27	0.02	20582	0.95
1895	organize	v	47499	47.83	0.04	0.00	30811	0.95
1896	english	j	47464	47.80	0.97	0.01	23918	0.95
1897	neither	r	47463	47.80	0.22	0.00	35125	0.97
1898	either	d	47446	47.78	0.17	0.00	36103	0.97
1899	official	j	47368	47.70	0.06	0.00	31968	0.97
1900	surround	v	47314	47.65	0.03	0.00	36163	0.97
1901	manner	n	47282	47.61	0.01	0.00	30872	0.95
1902	surprised	j	47267	47.60	0.02	0.00	34803	0.97
